Key,ConceptId,CanonicalTermRU,CurrentTextOrVariant,SourceTermId,SourceFile,SourceKeyOrFunction,ComponentOrModule,ContextOrScreen,TriggerCondition,ReplacementTarget,Notes
CONCEPT_CROWD_DECISION__ST3_1535,CONCEPT_CROWD_DECISION,Толпа решает,Между Иваном [12] и Токсиком [9] возникла ничья. Решает толпа.,ST3_1535,AsyncScene/Web/ui/ui-chat.js,output,ui,"chat_ui,events_voting_crowd,reports_cop_flow",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=431; forbiddenSynonymMapped=Решает толпа
CONCEPT_CROWD_DECISION__ST3_1536,CONCEPT_CROWD_DECISION,Толпа решает,Между ${a} и ${b} возникла ничья. Решает толпа.,ST3_1536,AsyncScene/Web/ui/ui-chat.js,b,ui,"chat_ui,events_voting_crowd",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=variables=a|b; line=436; forbiddenSynonymMapped=Решает толпа
CONCEPT_CROWD_DECISION__ST3_1711,CONCEPT_CROWD_DECISION,Толпа решает,Голоса: ${raw.total}/${cap},ST3_1711,AsyncScene/Web/ui/ui-events.js,Голоса,ui,"events_voting_crowd,price_caps",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=EconomyReason; taxonomyCategory=Status; inventoryNotes=variables=raw.total|cap; line=939
CONCEPT_CROWD_DECISION__ST3_1712,CONCEPT_CROWD_DECISION,Толпа решает,Голоса: ${raw.total},ST3_1712,AsyncScene/Web/ui/ui-events.js,Голоса,ui,events_voting_crowd,dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=variables=raw.total; line=939
CONCEPT_CROWD_DECISION__ST3_1714,CONCEPT_CROWD_DECISION,Толпа решает,Голосование идёт,ST3_1714,AsyncScene/Web/ui/ui-events.js,Таймер,ui,events_voting_crowd,static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=955; forbiddenSynonymMapped=Голосование идёт
CONCEPT_CROWD_DECISION__ST3_1718,CONCEPT_CROWD_DECISION,Толпа решает,Итог голосования: A:B,ST3_1718,AsyncScene/Web/ui/ui-events.js,3,ui,"events_voting_crowd,result_cards",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=981
CONCEPT_CROWD_DECISION__ST3_1726,CONCEPT_CROWD_DECISION,Толпа решает,Итог голосования: ${aVotes}:${bVotes},ST3_1726,AsyncScene/Web/ui/ui-events.js,голосования,ui,"events_voting_crowd,result_cards",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=variables=aVotes|bVotes; line=1048
CONCEPT_CROWD_DECISION__ST3_1743,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает: свалить или остаться.,ST3_1743,AsyncScene/Web/ui/ui-loops.js,String,ui,"battle_ui,events_voting_crowd,escape",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=1080
CONCEPT_CROWD_DECISION__ST3_1781,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает,ST3_1781,docs/conflict/conflict-api.js,if,conflict,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=1244
CONCEPT_CROWD_DECISION__ST3_1824,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает,ST3_1824,docs/conflict/conflict-arguments.js,finalize,conflict,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=1041
CONCEPT_CROWD_DECISION__ST3_1836,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает,ST3_1836,docs/conflict/conflict-core.js,if,conflict,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=920
CONCEPT_CROWD_DECISION__ST3_1849,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает,ST3_1849,docs/conflict/conflict-core.js,ensureBattleCrowdCap,conflict,"battle_ui,events_voting_crowd,price_caps",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=2369
CONCEPT_CROWD_DECISION__ST3_1851,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решила: атакующий затащил.,ST3_1851,docs/conflict/conflict-core.js,решила,conflict,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=2402
CONCEPT_CROWD_DECISION__ST3_1852,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решила: защитник отбился.,ST3_1852,docs/conflict/conflict-core.js,решила,conflict,events_voting_crowd,static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=2402
CONCEPT_CROWD_DECISION__ST3_1856,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решила: атакующий затащил.,ST3_1856,docs/conflict/conflict-core.js,решила,conflict,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=2429
CONCEPT_CROWD_DECISION__ST3_1859,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решила: защитник отбился.,ST3_1859,docs/conflict/conflict-core.js,решила,conflict,events_voting_crowd,static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=2435
CONCEPT_CROWD_DECISION__ST3_1862,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решила: отвалил.,ST3_1862,docs/conflict/conflict-core.js,решила,conflict,"events_voting_crowd,ignore",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=2534
CONCEPT_CROWD_DECISION__ST3_1863,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решила: свалил.,ST3_1863,docs/conflict/conflict-core.js,решила,conflict,"events_voting_crowd,escape",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=2534
CONCEPT_CROWD_DECISION__ST3_1868,CONCEPT_CROWD_DECISION,Толпа решает,"Толпа решает, отвалить ли.",ST3_1868,docs/conflict/conflict-core.js,literal_at_line,conflict,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=ActionName; inventoryNotes=line=2843
CONCEPT_CROWD_DECISION__ST3_1869,CONCEPT_CROWD_DECISION,Толпа решает,"Толпа решает, свалить ли.",ST3_1869,docs/conflict/conflict-core.js,literal_at_line,conflict,"battle_ui,events_voting_crowd,escape",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=2843
CONCEPT_CROWD_DECISION__ST3_1881,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает,ST3_1881,docs/conflict/conflict-core.js,if,conflict,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=3598
CONCEPT_CROWD_DECISION__ST3_1882,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает.,ST3_1882,docs/conflict/conflict-core.js,trim,conflict,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=3725
CONCEPT_CROWD_DECISION__ST3_1905,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает.,ST3_1905,docs/data.js,tie_start,root,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=119
CONCEPT_CROWD_DECISION__ST3_1914,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает. Вписывайся - кликни на имя в событиях.,ST3_1914,docs/data.js,tie_chat_start,root,"chat_ui,battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=Status; inventoryNotes=line=128
CONCEPT_CROWD_DECISION__ST3_1915,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решила. Победил {name} - {aVotes}:{bVotes}.,ST3_1915,docs/data.js,tie_chat_end_winner,root,"chat_ui,events_voting_crowd,result_cards",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=variables=name|aVotes|bVotes; line=129
CONCEPT_CROWD_DECISION__ST3_1916,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решила. Поровну - {aVotes}:{bVotes}.,ST3_1916,docs/data.js,tie_chat_end_draw,root,"chat_ui,events_voting_crowd,result_cards",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=variables=aVotes|bVotes; line=130
CONCEPT_CROWD_DECISION__ST3_1925,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает,ST3_1925,docs/data.js,battle_draw,root,"battle_ui,events_voting_crowd,result_cards",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=141
CONCEPT_CROWD_DECISION__ST3_2494,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает.,ST3_2494,docs/data.js,tie,root,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=2459
CONCEPT_CROWD_DECISION__ST3_2495,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает. Ща голосование.,ST3_2495,docs/data.js,tie,root,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=2460; forbiddenSynonymMapped=голосование
CONCEPT_CROWD_DECISION__ST3_2496,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает.,ST3_2496,docs/data.js,tie,root,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=2461
CONCEPT_CROWD_DECISION__ST3_2497,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает: ${aName} [${aInf}] против ${bName} [${bInf}]. Жми сюда — баттл наверх.,ST3_2497,docs/data.js,tieAlertLine,root,"battle_ui,events_voting_crowd",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=ActionName; inventoryNotes=variables=aName|aInf|bName|bInf; line=2463
CONCEPT_CROWD_DECISION__ST3_2786,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает.,ST3_2786,docs/data/style-lex.js,add,data,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=704
CONCEPT_CROWD_DECISION__ST3_2792,CONCEPT_CROWD_DECISION,Толпа решает,Итог голосования: 2:1,ST3_2792,docs/data/style-lex.js,add,data,"events_voting_crowd,result_cards",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=710
CONCEPT_CROWD_DECISION__ST3_2794,CONCEPT_CROWD_DECISION,Толпа решает,Голосование идёт,ST3_2794,docs/data/style-lex.js,add,data,events_voting_crowd,static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=712; forbiddenSynonymMapped=Голосование идёт
CONCEPT_CROWD_DECISION__ST3_2800,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает,ST3_2800,docs/data/style-lex.js,add,data,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=719
CONCEPT_CROWD_DECISION__ST3_2851,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает: ${aName} [${aInf}] и ${bName} [${bInf}].,ST3_2851,docs/events.js,line,events,"battle_ui,events_voting_crowd",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=variables=aName|aInf|bName|bInf; line=1068
CONCEPT_CROWD_DECISION__ST3_2852,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает,ST3_2852,docs/events.js,title,events,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=Status; inventoryNotes=line=1076
CONCEPT_CROWD_DECISION__ST3_2859,CONCEPT_CROWD_DECISION,Толпа решает,"Толпа решает: ${a.name} хочет, чтобы ${b.name} отвалил.",ST3_2859,docs/events.js,решает,events,"battle_ui,events_voting_crowd,ignore",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=ActionName; inventoryNotes=variables=a.name|b.name; line=1160
CONCEPT_CROWD_DECISION__ST3_2860,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает: ${a.name} хочет свалить от ${b.name}.,ST3_2860,docs/events.js,решает,events,"battle_ui,events_voting_crowd,escape",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=variables=a.name|b.name; line=1161
CONCEPT_CROWD_DECISION__ST3_2861,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает: ${e.aName} и ${e.bName}.,ST3_2861,docs/events.js,решает,events,"battle_ui,events_voting_crowd",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=variables=e.aName|e.bName; line=1274
CONCEPT_CROWD_DECISION__ST3_2862,CONCEPT_CROWD_DECISION,Толпа решает,Служба безопасности временно блокирует голосование.,ST3_2862,docs/events.js,if,events,events_voting_crowd,static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=1295; forbiddenSynonymMapped=голосование
CONCEPT_CROWD_DECISION__ST3_2877,CONCEPT_CROWD_DECISION,Толпа решает,"Толпа решает: ${aName} [${aInf}] и ${bName} [${bInf}]. Голоса: ${vA}-${vB} (всего ${total}${cap ? ""/"" + cap : """"}).${capPart}",ST3_2877,docs/events.js,решает,events,"battle_ui,events_voting_crowd,price_caps",dynamic_template,Толпа решает,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=variables=aName|aInf|bName|bInf|vA|vB|total|cap ? ""/"" + cap : """"|capPart; line=1691"
CONCEPT_CROWD_DECISION__ST3_2880,CONCEPT_CROWD_DECISION,Толпа решает,Голосование толпы закончилось ничьей между ${aName} и ${bName}.,ST3_2880,docs/events.js,literal_at_line,events,events_voting_crowd,dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=variables=aName|bName; line=1856
CONCEPT_CROWD_DECISION__ST3_2886,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает: ${aName} [${aInf}] и ${bName} [${bInf}].,ST3_2886,docs/events.js,line,events,"battle_ui,events_voting_crowd",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=variables=aName|aInf|bName|bInf; line=2066
CONCEPT_CROWD_DECISION__ST3_2887,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает,ST3_2887,docs/events.js,title,events,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=Status; inventoryNotes=line=2101
CONCEPT_CROWD_DECISION__ST3_3186,CONCEPT_CROWD_DECISION,Толпа решает,"<div class=""kpill""><strong>${voteLabelA} — толпа решает</strong></div>",ST3_3186,docs/ui/ui-battles.js,ttl,ui,"battle_ui,events_voting_crowd",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=Status; inventoryNotes=variables=voteLabelA; line=1988
CONCEPT_CROWD_DECISION__ST3_3187,CONCEPT_CROWD_DECISION,Толпа решает,Голосование идёт. Ты только смотришь.,ST3_3187,docs/ui/ui-battles.js,voteHint,ui,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Hint; taxonomyCategory=Status; inventoryNotes=line=2005; forbiddenSynonymMapped=Голосование идёт
CONCEPT_CROWD_DECISION__ST3_3188,CONCEPT_CROWD_DECISION,Толпа решает,Голоса: ${raw.total}/${cap},ST3_3188,docs/ui/ui-battles.js,Голоса,ui,"battle_ui,events_voting_crowd,price_caps",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=EconomyReason; taxonomyCategory=Status; inventoryNotes=variables=raw.total|cap; line=2058
CONCEPT_CROWD_DECISION__ST3_3189,CONCEPT_CROWD_DECISION,Толпа решает,Голоса: ${raw.total},ST3_3189,docs/ui/ui-battles.js,Голоса,ui,"battle_ui,events_voting_crowd",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=variables=raw.total; line=2058
CONCEPT_CROWD_DECISION__ST3_3191,CONCEPT_CROWD_DECISION,Толпа решает,Голосование идёт,ST3_3191,docs/ui/ui-battles.js,Таймер,ui,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=2067; forbiddenSynonymMapped=Голосование идёт
CONCEPT_CROWD_DECISION__ST3_3194,CONCEPT_CROWD_DECISION,Толпа решает,"<div class=""kpill""><strong>Толпа решает</strong></div>",ST3_3194,docs/ui/ui-battles.js,ttl,ui,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=2214
CONCEPT_CROWD_DECISION__ST3_3195,CONCEPT_CROWD_DECISION,Толпа решает,Голосование идёт. Ты только смотришь.,ST3_3195,docs/ui/ui-battles.js,voteHint,ui,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Hint; taxonomyCategory=Status; inventoryNotes=line=2232; forbiddenSynonymMapped=Голосование идёт
CONCEPT_CROWD_DECISION__ST3_3196,CONCEPT_CROWD_DECISION,Толпа решает,Голосование идёт.,ST3_3196,docs/ui/ui-battles.js,voteHint,ui,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Hint; taxonomyCategory=Status; inventoryNotes=line=2232; forbiddenSynonymMapped=Голосование идёт
CONCEPT_CROWD_DECISION__ST3_3197,CONCEPT_CROWD_DECISION,Толпа решает,Голосование идёт,ST3_3197,docs/ui/ui-battles.js,timerLine,ui,"battle_ui,events_voting_crowd",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=2237; forbiddenSynonymMapped=Голосование идёт
CONCEPT_CROWD_DECISION__ST3_3200,CONCEPT_CROWD_DECISION,Толпа решает,Голоса: ${raw.total}/${cap},ST3_3200,docs/ui/ui-battles.js,Голоса,ui,"battle_ui,events_voting_crowd,price_caps",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=EconomyReason; taxonomyCategory=Status; inventoryNotes=variables=raw.total|cap; line=2306
CONCEPT_CROWD_DECISION__ST3_3201,CONCEPT_CROWD_DECISION,Толпа решает,Голоса: ${raw.total},ST3_3201,docs/ui/ui-battles.js,Голоса,ui,"battle_ui,events_voting_crowd",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=variables=raw.total; line=2306
CONCEPT_CROWD_DECISION__ST3_3272,CONCEPT_CROWD_DECISION,Толпа решает,Между Иваном [12] и Токсиком [9] возникла ничья. Решает толпа.,ST3_3272,docs/ui/ui-chat.js,output,ui,"chat_ui,events_voting_crowd,reports_cop_flow",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=line=431; forbiddenSynonymMapped=Решает толпа
CONCEPT_CROWD_DECISION__ST3_3273,CONCEPT_CROWD_DECISION,Толпа решает,Между ${a} и ${b} возникла ничья. Решает толпа.,ST3_3273,docs/ui/ui-chat.js,b,ui,"chat_ui,events_voting_crowd",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=Status; inventoryNotes=variables=a|b; line=436; forbiddenSynonymMapped=Решает толпа
CONCEPT_CROWD_DECISION__ST3_3444,CONCEPT_CROWD_DECISION,Толпа решает,Голоса: ${raw.total}/${cap},ST3_3444,docs/ui/ui-events.js,Голоса,ui,"events_voting_crowd,price_caps",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=EconomyReason; taxonomyCategory=Status; inventoryNotes=variables=raw.total|cap; line=939
CONCEPT_CROWD_DECISION__ST3_3445,CONCEPT_CROWD_DECISION,Толпа решает,Голоса: ${raw.total},ST3_3445,docs/ui/ui-events.js,Голоса,ui,events_voting_crowd,dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=variables=raw.total; line=939
CONCEPT_CROWD_DECISION__ST3_3447,CONCEPT_CROWD_DECISION,Толпа решает,Голосование идёт,ST3_3447,docs/ui/ui-events.js,Таймер,ui,events_voting_crowd,static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=955; forbiddenSynonymMapped=Голосование идёт
CONCEPT_CROWD_DECISION__ST3_3451,CONCEPT_CROWD_DECISION,Толпа решает,Итог голосования: A:B,ST3_3451,docs/ui/ui-events.js,3,ui,"events_voting_crowd,result_cards",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=line=981
CONCEPT_CROWD_DECISION__ST3_3459,CONCEPT_CROWD_DECISION,Толпа решает,Итог голосования: ${aVotes}:${bVotes},ST3_3459,docs/ui/ui-events.js,голосования,ui,"events_voting_crowd,result_cards",dynamic_template,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=Status; inventoryNotes=variables=aVotes|bVotes; line=1048
CONCEPT_CROWD_DECISION__ST3_3476,CONCEPT_CROWD_DECISION,Толпа решает,Толпа решает: свалить или остаться.,ST3_3476,docs/ui/ui-loops.js,String,ui,"battle_ui,events_voting_crowd,escape",static_string,Толпа решает,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=1080
CONCEPT_ESCAPE_ACTION__ST3_0021,CONCEPT_ESCAPE_ACTION,Свалить,"Ты смылся(ась) от ${opp ? opp.name : ""кого-то""}.",ST3_0021,AsyncScene/Web/conflict-old.js,uiCall,legacy-conflict,general_interface,dynamic_template,Свалить,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=variables=opp ? opp.name : ""кого-то""; line=495"
CONCEPT_ESCAPE_ACTION__ST3_0023,CONCEPT_ESCAPE_ACTION,Свалить,"Не хватает 💰, чтобы смыться от всех активных.",ST3_0023,AsyncScene/Web/conflict-old.js,uiCall,legacy-conflict,"economy_toasts,disabled_states",static_string,Свалить,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=516; forbiddenSynonymMapped=смыться|смыться от
